textID,text,selected_text,sentiment,lemma
2295b1c46a, awe thanks,awe thanks,positive,  awe thank
696ef19b62,"I feel funny. Hmmp, better be an amazing **** day. why not?  I LOVE HOW I KNOW SAMMY ROVIN GOT A TEXT ABOUT THIS TWEET <3333",funny.,positive,"-PRON- feel funny . Hmmp , better be an amazing * * * * day . why not ?   -PRON- love how -PRON- know SAMMY rovin GOT a text about this TWEET < 3333"
f2e613a7bf,"'Its a calander.'Calendar!' COLLANDER!' Bahaha, That part was hilarious, of course, the whole thing was hilarious","That part was hilarious, of course, the whole thing was hilarious",positive,"' -PRON- a calander . 'calendar ! ' COLLANDER ! ' bahaha , that part be hilarious , of course , the whole thing be hilarious"
6eaf5e26a3, DEMI YOU WERE SO PRETTY WITH YOU`RE BANGS AND EVERYTHING .YOU LOOK TOO GROWN UP IN THIS PICTURE  i liked your bangs.,i liked,positive,  DEMI you be so PRETTY with you`re BANGS and everything .YOU look too grow up in this picture   i like -PRON- bang .
76d71fc029,$4 lonestar pitchers at  ?  If only I wasn`t still recovering from last weekend`s bout of irresponsible gluten consumption,f irresponsible,negative,$ 4 lonestar pitcher at   ?   if only -PRON- wasn`t still recover from last weekend`s bout of irresponsible gluten consumption
a929174cdf,My back is soooooo hurting.,hurting.,negative,-PRON- back be soooooo hurt .
e8247bf81c, hi Nick! I really like the serie JONAS  it`s awesome! See you soon in the concert! kisses - Marta,it`s awesome!,positive,  hi Nick ! -PRON- really like the serie JONAS   it`s awesome ! see -PRON- soon in the concert ! kisses - Marta
2d0a3b4337, *hugs hugs hugs* I`m glad you`re feeling better.,* I`m glad,positive,  * hug hug hug * I`m glad you`re feel better .
305c431b5c,"rain, rain, rain. wow i actually LOVE the rain....",LOVE,positive,"rain , rain , rain . wow i actually love the rain ...."
1132b51b1a,Guinness got 2 `new` toys from mom and dads house.  Hooray for free stuff,Hooray,positive,Guinness get 2 ` new ` toy from mom and dad house .   Hooray for free stuff
51e04670a5,But he has an out of date script. That`s really bad. So midway thru his pitch we catch it. He gets all butthurt and storms out. His loss.,That`s really bad.,negative,but -PRON- have an out of date script . that` really bad . so midway thru -PRON- pitch -PRON- catch -PRON- . -PRON- get all butthurt and storm out . -PRON- loss .
4560074939, hahaha that was funnyy!,funnyy!,positive,  hahaha that be funnyy !
5db481fee6, lol.well.hope you find someone to give you a massage  wish i could but i`m half a world away lol,.hope,positive,  lol.well.hope -PRON- find someone to give -PRON- a massage   wish i could but i`m half a world away lol
60d5654a72,whopee TGIF   that was more fun when i had a job,as more fun,positive,whopee TGIF    that be more fun when i have a job
64e0b7a578," was it for the vma`s? i guess so.. also wanna go to london in june for demi lovato concert, but no one`s going with me",but no one`s going with me,negative,"  be -PRON- for the vma`s ? i guess so .. also wanna go to london in june for demi lovato concert , but no one`s go with -PRON-"
7912c76e1b,May the 4th be with me today as I round off the weekend with one more session - happy 4th y`all from the Fintster,May the 4th be with me today as I round off the weekend with one more session - happy 4th y`all from the Fintster,positive,May the 4th be with -PRON- today as -PRON- round off the weekend with one more session - happy 4th y`all from the fintster
30faedb5d4,Awwwwwwww man my baby dried up.,Awwwwwwww man my baby dried up.,negative,Awwwwwwww man -PRON- baby dry up .
960691b054,god... im suffering greatly... having no hair + sitting in blazing sunshine = v v bad sunburn,v v bad sunburn,negative,god ... -PRON- be suffer greatly ... have no hair + sit in blaze sunshine = v v bad sunburn
1b6414112c, dope background,dope background,positive,  dope background
30a219dc19,@_micster  How the hell does your hair not fall out constantly?,hell,negative,@_micster   how the hell do -PRON- hair not fall out constantly ?
a499c36461,Chatted with my old schoolmates. Awww  I miss my Highschool.,miss,negative,chat with -PRON- old schoolmate . Awww   -PRON- miss -PRON- Highschool .
f6ec0aee02,Applying for part time jobs.  LMAO Hopefully someone needs some help. ~AP~,Hopefully,positive,apply for part time job .   LMAO hopefully someone need some help . ~AP~
64381fbdd4,Roommate is sssnoring :/ And my throat is so dry,Roommate is sssnoring :/ And my throat is so dry,negative,roommate be sssnore :/ and -PRON- throat be so dry
6539efa723,sick on wifes bday= double,sick on wifes bday=,negative,sick on wife bday= double
8db72c3920,"Working late at night on a Dell notebook, Dell`s quality has gone down hill, warrenty service sucks too, poor people  buy a Mac instead","quality has gone down hill,",negative,"work late at night on a Dell notebook , dell`s quality have go down hill , warrenty service suck too , poor people   buy a Mac instead"
a6c77ff610,Just watched 'Marley & Me.' Cute movie. Going to watch 'Twilight' soon!  Love it!,Cute,positive,just watch ' Marley & -PRON- . ' cute movie . go to watch ' twilight ' soon !   love -PRON- !
b31a0ce70d," --sorry for running over uncle Terry, but he just wasn`t living up to his potential. expecting more from his next return.",-sorry,negative,"  --sorry for run over uncle Terry , but -PRON- just wasn`t live up to -PRON- potential . expect more from -PRON- next return ."
d76baf7844,dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can`t watch and code,dammit! hu,negative,dammit ! hulu desktop have totally screw up -PRON- ability to talk to a particular port on one of -PRON- dev server . so i can`t watch and code
b7fb8427b5,Flypside - When it was good..i must creat my presentation in english  by guys ?,good..,positive,flypside - when -PRON- be good .. i must creat -PRON- presentation in english   by guy ?
9b1d66984a," I`m sowwy.   It sucks, I know, I`ve been there. Yay for half days though!",It suck,negative,"  I`m sowwy .    -PRON- suck , -PRON- know , I`ve be there . Yay for half day though !"
de99f08494, Miss you!!,Miss,negative,  miss -PRON- ! !
ef3a586e69, gables apartments has corporate and their nice.,nice.,positive,  gable apartment have corporate and -PRON- nice .
eff041311d,Finally reunited with my Hunny bunny_0802 I have him for a few days b4 he leaves me again for another week away @ work  night!,reunited,positive,finally reunite with -PRON- Hunny bunny_0802 -PRON- have -PRON- for a few day b4 -PRON- leave -PRON- again for another week away @ work   night !
6350f2df5c,"Sometimes, twitter makes me feel like an outsider..",outsider..,negative,"sometimes , twitter make -PRON- feel like an outsider .."
f525ee705b,"HALLELUJAH! I`ve finally finished my Careers assignment! The feeling of finishing a task is great, you have no idea. Or maybe you do. lol","great,",positive,"HALLELUJAH ! I`ve finally finish -PRON- Careers assignment ! the feeling of finish a task be great , -PRON- have no idea . or maybe -PRON- do . lol"
c1f95024cb," Think wearing bermudas at the cinema wasn`t a good idea after all, but outside was humid like cwazy!",a wasn`t a good,negative,"  think wear bermuda at the cinema wasn`t a good idea after all , but outside be humid like cwazy !"
3b73f0b133,"I love Mindy, She is my favorite employee","I love Mindy, She is my favorite employee",positive,"-PRON- love Mindy , -PRON- be -PRON- favorite employee"
6bc28b9026,is sad she is going to miss the Dream Team party... but i didnt RSVP in time.,sad,negative,be sad -PRON- be go to miss the Dream Team party ... but i do not RSVP in time .
e5115444f7,Man with a great sense of humour... Venky Pachad?,Man with a great sense of humour..,positive,man with a great sense of humour ... Venky Pachad ?
4dd963c9ef," oh, sorry to hear about this too  sad",sad,negative,"  oh , sorry to hear about this too   sad"
49efe991e4,Happy to have a Sunday off from work,Happy,positive,happy to have a Sunday off from work
3597914901,aww bless her  give her a chance ..,aww bless her  give her a chance ..,positive,aww bless -PRON-   give -PRON- a chance ..
baeafa8846,This is California it has to be sunny... But its not ::::: makes me kinda sad,sad,negative,this be California -PRON- have to be sunny ... but -PRON- not : : : : : make -PRON- kinda sad
e0d84ed819,my new picture won`t upload!!!,my new picture won`t upload!!!,negative,-PRON- new picture won`t upload ! ! !
3223cac096,ans so the lion.......kicked the dogs ****!!!!,kicked,negative,ans so the lion ....... kick the dog * * * * ! ! ! !
67334509e5,", in about two hours I`m setting out on a 600-mile drive home. Mostly I`m hoping it goes quickly.",Mostly I`m hoping it goes quickly.,positive,", in about two hour i`m set out on a 600-mile drive home . mostly i`m hope -PRON- go quickly ."
9fa529ca48,_Phelps hello michael  have a nice day,have a nice day,positive,_ Phelps hello michael   have a nice day
3683524386, love it!,love it!,positive,  love -PRON- !
57e3a24e9a,I got overexcited about pizza and burned my mouth.,burned,negative,-PRON- get overexcite about pizza and burn -PRON- mouth .
bb2158aefc, thank you. We had a blast,thank you. We had a blast,positive,  thank -PRON- . -PRON- have a blast
0f53f62956,Why don`t we close the library due to the great weather?  And the ac isn`t working  #fb,great,positive,why don`t -PRON- close the library due to the great weather ?   and the ac isn`t work   # fb
de45280fd0,_Obsession lol but its only gonna be 80  the water will prob be cold as heck...,cold as heck...,negative,_ Obsession lol but -PRON- only go to be 80   the water will prob be cold as heck ...
d30d2b9e01," Too easy! Happy Mother`s Day, to a great mom!","Happy Mother`s Day,",positive,"  too easy ! happy mother`s Day , to a great mom !"
16cbc55644,At t.g.i fridays  With some of my favorite people ever.. We made a reservation for 20 and we have like 50 people here. Hahah,favorite,positive,at t.g.i friday   with some of -PRON- favorite people ever .. -PRON- make a reservation for 20 and -PRON- have like 50 people here . Hahah
500409b101,  I love your tweets... Your sweet,I love your tweets... Your sweet,positive,   -PRON- love -PRON- tweet ... -PRON- sweet
a57cab0082,GREG NOOOOO DON LEAVE ME  U SHUD HAVE GONE THROOOOOOOOOOOOOO!!!!!! im gonna find u restaurant don`t worry lol  cry cry cry,GREG NOOOOO DON LEAVE ME  U SHUD HAVE GONE THROOOOOOOOOOOOOO!!!!!! im gonna find u restaurant don`t worry lol  cry cry cry,negative,GREG NOOOOO don leave me   u SHUD have gone throooooooooooooo ! ! ! ! ! ! -PRON- be go to find u restaurant don`t worry lol   cry cry cry
b4fe63f567,Going to be a strange weekend. Probably srtarting off with working til midnight tonight,Going to be a strange weekend.,negative,go to be a strange weekend . probably srtarte off with work til midnight tonight
46de360d09,Why do you hurt me? Does it bring you joy to see me cry? You know I love you more then anything and yet u break my heart everyday!,love,positive,why do -PRON- hurt -PRON- ? do -PRON- bring -PRON- joy to see -PRON- cry ? -PRON- know -PRON- love -PRON- more then anything and yet u break -PRON- heart everyday !
f664c13d72,stupid playstation! stupid controllers don`t work so I can`t play kingdom hearts.,stupid,negative,stupid playstation ! stupid controller don`t work so -PRON- can`t play kingdom heart .
b3811aeb55,@_juliamarie people just don`t appreciate nature. it`s sad. did the lil dude survive?,sad.,negative,@_juliamarie people just don`t appreciate nature . it`s sad . do the lil dude survive ?
8708ae64b8, ugly. What programmes do you have open?,ugly.,negative,  ugly . what programme do -PRON- have open ?
d715925ecd, That would panic me a little!  Maybe you can read on an orbitron at the gym like I do...when all else fails?!?,panic,negative,  that would panic -PRON- a little !   maybe -PRON- can read on an orbitron at the gym like -PRON- do ... when all else fail ? ! ?
bb5ff3110a,so much to do by 1 pm. i don`t think i`m going to get it all done,i don`t think i`m going to get,negative,so much to do by 1 pm . i don`t think i`m go to get -PRON- all do
608411abec," I love how Alex Pardee colours his picturs, so differnt",I love,positive,"  -PRON- love how Alex Pardee colour -PRON- pictur , so differnt"
a18bb0751a,gooooood morning,gooooood morning,positive,gooooood morning
1da9416c37,goodnight all in the twitterverse,goodnight,positive,goodnight all in the twitterverse
951a802069,At hospital.. Uncle is in surgury after heart attack,surgury after heart attack,negative,at hospital .. Uncle be in surgury after heart attack
b4d9e63784, Thats ok...ur a good person + My Idol soo good people deserve sum good comments..hows the weather ova der --London is cold,good person,positive,  that s ok ... ur a good person + -PRON- idol soo good people deserve sum good comment .. how the weather ova der --London be cold
6ac5f12bcf, yup .. sad eh .. Betty man .. it should have been betty,sad,negative,  yup .. sad eh .. Betty man .. -PRON- should have be betty
fcfb36a95c,"And I`m back, from a sooper dooper, extra bharia, extra dhumchik two day stay at mom`s place, yay!  It`s a fun fun feelin`",It`s a fun fun feelin`,positive,"and i`m back , from a sooper dooper , extra bharia , extra dhumchik two day stay at mom`s place , yay !   it`s a fun fun feelin `"
9a7794b244, haven`t worked there for a long time but kinda miss it! I miss anna  seen her? i`ll prob be in SLO most of the summer! you?,miss,negative,  haven`t work there for a long time but kinda miss -PRON- ! -PRON- miss anna   see -PRON- ? i`ll prob be in SLO most of the summer ! -PRON- ?
3ad2079097,Beautiful day on Ocracoke just hope the thunderstorms stay away this afternoon...it`s not looking good,it`s not looking good,negative,beautiful day on Ocracoke just hope the thunderstorm stay away this afternoon ... it`s not look good
928305a544,"it gets worse every year and 2010/2011 will be the worst. oh, and 6 months today!",gets worse,negative,"-PRON- get bad every year and 2010/2011 will be the bad . oh , and 6 month today !"
cd8deca773,Walmart opening its first store in Amritsar tomorrow (of all places)...the horror..hoping its limited to wholesale,hoping it,positive,Walmart open -PRON- first store in Amritsar tomorrow ( of all places) ... the horror .. hope -PRON- limit to wholesale
444edfce2d,yay dad agreed to pay for my tuition and equipment! yipee not till nxt jan tho,yay dad agreed to pay for my tuition,positive,yay dad agree to pay for -PRON- tuition and equipment ! yipee not till nxt jan tho
5a677e0c43,has just booked her appointment to give blood 18:20pm 2nd June! Scared,Scared,negative,have just book -PRON- appointment to give blood 18:20pm 2nd June ! scare
f398ee6a60,I miss you,I miss you,negative,-PRON- miss -PRON-
37f289badf,its sad that the rats are becoming aggressive against the guinea pigs. I have to seperate them.,its sad that the rats are becoming aggressive against the guinea pigs. I have to seperate them.,negative,-PRON- sad that the rat be become aggressive against the guinea pig . -PRON- have to seperate -PRON- .
333aede244,Great to be sunbathing in my garden.  And this afternoon I`ll be watching ADO to see if they can win this important match (on tv).,Great,positive,great to be sunbathe in -PRON- garden .   and this afternoon I`ll be watch ADO to see if -PRON- can win this important match ( on tv ) .
b31ee23c1c,Daddy just left.................without me  http://yfrog.com/13pdrmj,Daddy just left.................without me  http://yfrog.com/13pdrmj,negative,daddy just leave ................. without -PRON-   http://yfrog.com/13pdrmj
68d7756fc4," http://twitpic.com/4jjlc - I love it! If it`s pouring rain, I still want to go.",love,positive,"  http://twitpic.com/4jjlc - -PRON- love -PRON- ! if it`s pour rain , -PRON- still want to go ."
1918cd28dd,chillin after a LOOOONNNGGG day of basketball  hella tired sleepy time zzzz,tired,negative,chillin after a LOOOONNNGGG day of basketball   hella tired sleepy time zzzz
4c29c2a392,I`m really happy...and drunk  but really happy,I`m really happy...and drunk  but really happy,positive,I`m really happy ... and drunk   but really happy
2823b638c9,"just got to kansas city and excited for a fun weekend with my family, my sis, parker and josh",excited for a fun weekend wi,positive,"just get to kansas city and excite for a fun weekend with -PRON- family , -PRON- sis , parker and josh"
67d8e11605," hmm sorry, I went mia there","sorry,",negative,"  hmm sorry , -PRON- go mia there"
7d454624f4,why the hell is youtube not working???  NO NO  NO NO   NO  NO NO NNO NO,why the hell,negative,why the hell be youtube not work ? ? ?   no no   no no    no   no no NNO no
0e0ea93f6e,"   well, I couldn`t get a real clear shot, but I`ve got the best I could...silly people walking through the admitting of the ER...",he bes,positive,"    well , -PRON- couldn`t get a real clear shot , but I`ve get the good -PRON- could ... silly people walk through the admitting of the ER ..."
a5318c0473, i didnt get the joke,i didnt get the joke,negative,  i do not get the joke
02f750f49c, Yeah. About **** time. My film SLR just sits there quietly being ignored. It`s time to step up!,ignored.,negative,  yeah . about * * * * time . -PRON- film SLR just sit there quietly be ignore . it`s time to step up !
3c535f02b9,_normal Shucks!  Sorry!  Sometimes I get wrapped up in FB and forget to check  how you doin`?,Sorry!,negative,_ normal Shucks !   sorry !   sometimes -PRON- get wrap up in FB and forget to check   how -PRON- do ` ?
cdba5fd204,Happy mama`s day to all the mamas.,Happy mama`s day to all the mamas.,positive,Happy mama`s day to all the mamas .
85dbab0a1d,_DESIGN allright! Looking forward to it..,Looking forward,positive,_ design allright ! look forward to -PRON- ..
e2e3bbf3aa,@_erica /hugs those are the worst. Mine used to be really bad on the first day..sometimes can`t even get out of bed.,those are the worst. Mine used to be really bad on the first day..sometimes can`t even get out of bed.,negative,@_erica /hugs those be the bad . -PRON- use to be really bad on the first day .. sometimes can`t even get out of bed .
92cf8fa3d1, sorry love had no left overs  but come through sat @ mi casa for ton`s birthday! we`ll have tons of food,sorry,negative,  sorry love have no left over   but come through sat @ mi casa for ton`s birthday ! we`ll have ton of food
7a5488cde5,Had so much fun with jï¿½ and family  Happy bday my beautiful aunt! s2,Had so much fun with jï¿½ and family  Happy bday my beautiful aunt! s2,positive,have so much fun with jï¿½ and family   happy bday -PRON- beautiful aunt ! s2
bc49371473," Ohhh, he is very regal man-cat! But he is blocked",blocked,negative,"  Ohhh , -PRON- be very regal man - cat ! but -PRON- be block"
da9dec497a, I love you too baby  see i`m cool now!!!,love,positive,  -PRON- love -PRON- too baby   see i`m cool now ! ! !
8e1a36c2f7, it`s really gutwrenching.  So sad,So sad,negative,  it`s really gutwrenche .   so sad
e90c376130," I`M A JUMP OFF A BRIDGE... NOT REALLY, BUT I WANT TO VOTE  TELL THEM TO FIX IT, JUST 2 MORE DAYS YOU NEED TO WIN",S YOU NEED TO WIN,positive,"  I`M a jump off a bridge ... not really , but -PRON- want to VOTE   tell them to FIX it , just 2 MORE day you need to win"
c2c60b07d6,this week has been awful.,awful.,negative,this week have be awful .
0b9683bd22,"deleted a lott of facebook friends, ask to be my friend again if you want. if not idgaf",if not idgaf,negative,"delete a lott of facebook friend , ask to be -PRON- friend again if -PRON- want . if not idgaf"
673f96af02, LOL yeah  I forgot about your TweetDeck statuses! So funny,o funny,positive,  LOL yeah   -PRON- forget about -PRON- TweetDeck status ! so funny
43958ec7ea,"Today is a sad day for Tucson: http://tr.im/mQ39 I shall miss the sour cream apple pie, fondue, and separate seating for groups with dogs",sad,negative,"today be a sad day for Tucson : http://tr.im/mQ39 -PRON- shall miss the sour cream apple pie , fondue , and separate seating for group with dog"
593456828b, Not that funny! I wont jump,Not that funny!,negative,  not that funny ! -PRON- will not jump
3e5f16952a, sounds like a great idea.  wish I could make it,a great idea.,positive,  sound like a great idea .   wish -PRON- could make -PRON-
01cb29e586, aw  were sad you had to leave tokyo. come back.please,e sad,negative,  aw   be sad -PRON- have to leave tokyo . come back.please
84d607545c,Stupid hand. Have A2 and flop nut low and top pair. But guy had also out low and out flush. Quartered.  at 5900.,Stupid,negative,stupid hand . have A2 and flop nut low and top pair . but guy have also out low and out flush . quarter .   at 5900 .
90e2334eb9,awe.. gotta go.. my mom commands me to sleep already..,commands,negative,awe .. get to go .. -PRON- mom command -PRON- to sleep already ..
464260721c, Morning Chip - loved the new html format on your ezine.,loved,positive,  Morning Chip - love the new html format on -PRON- ezine .
12c60311f1," ****, for reals? wtf",wtf,negative,"  * * * * , for real ? wtf"
dd5c0c0dac,Long to-do list. Little desire to do it all.,Little desire to do it all.,negative,long to - do list . little desire to do -PRON- all .
35bd63a569, i take it you`re not a fan,i take it you`re not a fan,negative,  i take -PRON- you`re not a fan
e4f8f7ab19,Hubby needs a vacation  Thank God we`re leaving for Myrtle Beach in a week!,Thank God,positive,hubby need a vacation   thank God we`re leave for Myrtle Beach in a week !
7bea7e2bbd,Sad babies make for angsty writing,Sad babies,negative,sad baby make for angsty writing
a4e1ceae8d, Dude you are awesome,Dude you are awesome,positive,  Dude -PRON- be awesome
374ae24d75," fantastic, love all things Krautrock","fantastic,",positive,"  fantastic , love all thing Krautrock"
39436449c0,Went to see Wolverine with the husband (who is off work today) - was pretty good,good,positive,go to see Wolverine with the husband ( who be off work today ) - be pretty good
413ee8a459,"It`s patio weather in Kirkland!  It`s also launch-yer-boat weather, except I`m missing the boat part",I`m missing the boat part,negative,"It`s patio weather in Kirkland !   it`s also launch - yer - boat weather , except I`m miss the boat part"
e916c7a279,I`m an incredibly happy person with 100% energy. Love to dance & laugh...the only thing that I know.I`m one of the most down to earth ppl,I`m an incredibly happy person with 100% energy. Love to dance & laugh...t,positive,i`m an incredibly happy person with 100 % energy . love to dance & laugh ... the only thing that -PRON- know . I`m one of the most down to earth ppl
8b204ef449,Just had a lovely walk with my dog ( all on my own! )...In the dark  But it was a nice walk though HEHE x.,lovely,positive,just have a lovely walk with -PRON- dog ( all on -PRON- own ! ) ... in the dark   but -PRON- be a nice walk though HEHE x.
40a90f23cd, ME TOO! hehe i hate colds. totaly annoying...,hate,negative,  me too ! hehe i hate cold . totaly annoying ...
3c68f6963c," lol,  on blip.fm is not the  on twitter! i hate that song btw",r! i hate that son,negative,"  lol ,   on blip.fm be not the   on twitt ! i hate that song btw"
3696933f3b," Awww, thanks Jon!  I appreciate that","Awww, thanks Jon!  I appreciate that",positive,"  Awww , thank Jon !   -PRON- appreciate that"
a375dccbbc,On my way to work! I`m runnin late and I`m sooooo tired!,tired!,negative,on -PRON- way to work ! I`m runnin late and I`m sooooo tired !
c0bc97deed,Sometimes i feel pathetic going to bed so early. Oh well.  i TOTALLY get clam chowder tomorrow! =D,Sometimes i feel pathetic going to bed so early. Oh,negative,sometimes i feel pathetic go to bed so early . oh well .   i totally get clam chowder tomorrow ! =d
7035e8bc78,good morning twiggas and twitches  http://bbltwt.com/sciif getcha motivation on,good,positive,good morning twigga and twitch   http://bbltwt.com/sciif getcha motivation on
0dee7266b1, haha..yeah..10th of May..lol..im greeting in advance! haha,.im greeting in advance! haha,positive,  haha .. yeah .. 10th of May .. lol .. im greet in advance ! haha
353b498f4d,listening to those litle hyperbirdies terrorizing the world since 4.30! lets cook em,terrorizing,negative,listen to those litle hyperbirdie terrorize the world since 4.30 ! let cook -PRON-
0332fe0709, love it! Really its simple i think of a word and put twi on the front i should be more clever,love it! Really its simple i think of a word and put twi on the front i should be more clever,positive,  love -PRON- ! really -PRON- simple i think of a word and put twi on the front i should be more clever
464c6dc204, have a safe flight...,have a safe flight...,positive,  have a safe flight ...
f30f137d20,@ Sly party enjoying life  partying tonight.....maybe?,enjoying life  partying tonight.,positive,@ Sly party enjoy life   party tonight ..... maybe ?
683e701314," I`ve had  for a while now, just in case. And yeah, I start work there again tomorrow. Very excited",y excited,positive,"  I`ve have   for a while now , just in case . and yeah , -PRON- start work there again tomorrow . very excited"
e21d18976b," Not a problem. I loved that idea, and of course the photos were just perfect!",perfect!,positive,"  not a problem . -PRON- love that idea , and of course the photo be just perfect !"
975d0afe6a, no.  and she was suggesting it for loan deferment,s suggesting,positive,  no .   and -PRON- be suggest -PRON- for loan deferment
e323cf0033,"srsly, BGT, joke maaan. how lame. ughhhh work tomorah have to get up early",ughhhh,negative,"srsly , BGT , joke maaan . how lame . ughhhh work tomorah have to get up early"
e3a67f4c54, I told u I tried but 88 said it was 2 late  cause the girl I was with took 4ever 2 get ready. they wanted to meet up by 11.,d it was 2 late,negative,  -PRON- tell u -PRON- try but 88 say -PRON- be 2 late   cause the girl -PRON- be with take 4ever 2 get ready . -PRON- want to meet up by 11 .
ec74b94147,Being followed by compliance.  Great.   Have to watch what I say now.,Great.,positive,be follow by compliance .   great .    have to watch what -PRON- say now .
318bc9bbe0, hehe  now im smiling... but u still gotta make it up to me,m smiling,positive,  hehe   now -PRON- be smiling ... but u still get to make -PRON- up to -PRON-
0dcc9b191c,i just fell going into my house.. not fun,not fun,negative,i just fall go into -PRON- house .. not fun
f0c4ad91b3," awww bless him  i am indeed coming, 68 days woooo! are you?",awww bless him,positive,"  awww bless -PRON-   i be indeed come , 68 day woooo ! be -PRON- ?"
7b17834153, So sorry I missed it!,sorry,negative,  so sorry -PRON- miss -PRON- !
4af048a008,"trying to do a blend. i know, i suck at them but there`s no harm in trying.",suck,negative,"try to do a blend . i know , i suck at -PRON- but there`s no harm in try ."
f51925e675, (votes) sadly no.. but did you vote for my log yet?  I`m gonna vote for yours,sadly,negative,  ( vote ) sadly no .. but do -PRON- vote for -PRON- log yet ?   I`m go to vote for -PRON-
c775329507,"Happy Mother`s Day to all the amazing women who put up with us crazy, demanding children. Thank you.  Very very much.",Happy Mother`s Day to,positive,"happy mother`s day to all the amazing woman who put up with -PRON- crazy , demand child . thank -PRON- .   very very much ."
11b397a3ca,i cooked breakfast for my mom  HAPPY,HAPPY,positive,i cook breakfast for -PRON- mom   HAPPY
cd56a592c0, I was thinking the swine markets are in decline. But since we can`t say that anymore...,I was thinking the swine markets are in decline. But since we can`t say that anymore...,negative,  -PRON- be think the swine market be in decline . but since -PRON- can`t say that anymore ...
c70c228685,They just admitted my grandma to the hospital... Shes my only last one  please pray for her,Shes my only last one,negative,-PRON- just admit -PRON- grandma to the hospital ... -PRON- s -PRON- only last one   please pray for -PRON-
53d8448f46,tried  to sleep but i cant bout 2 call tisha,cant,negative,try   to sleep but i can not bout 2 call tisha
7a36fca205," it`s an awesome book, can`t wait for the film - enjoy and don`t be scared  x",enjoy,positive,"  it`s an awesome book , can`t wait for the film - enjoy and don`t be scare   x"
391412ba43, I love colorful horsies!,love,positive,  -PRON- love colorful horsie !
19227404ae, Morrissey cancelled on me,cancelled on me,negative,  Morrissey cancel on -PRON-
995ab0cd7a,_estep I am glad you are getting into your twittering,I am glad you are getting into your twittering,positive,_ estep -PRON- be glad -PRON- be get into -PRON- twittering
55d54a15d7," Hey, TDukes! I flwd U immediately this morn.when DHmptn mentioned the bit abt the tattoo. LOVE her,she`s my #1Fav. twitterer","LOVE her,she`s my",positive,"  hey , TDukes ! -PRON- flwd u immediately this morn.when DHmptn mention the bit abt the tattoo . LOVE -PRON- , she`s -PRON- # 1fav . twitterer"
29cb8acb08, Aww ya not showing off all us mums should be proud of ours kids and let everyone know it,Aww ya not showing off all us mums should be proud of ours kids and let everyone know it,positive,  Aww ya not show off all us mum should be proud of ours kid and let everyone know -PRON-
35182a84b6,I miss nicc today.,I miss nicc today.,negative,-PRON- miss nicc today .
4c493e8d47,_of_Twtr Beautiful!,Beautiful!,positive,_ of_twtr beautiful !
b5bbb4ce82,On my way to work wish I had more days off,wish,positive,on -PRON- way to work wish -PRON- have more day off
59051e4432, discover a whole new beautiful you,discover a whole new beautiful you,positive,  discover a whole new beautiful -PRON-
949621ba7a,Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!,SUCKS!!,negative,y am -PRON- still awake ! ! ! ! smh .... this suck ! ! !
e254c37471,"Alex slammed her head into the edge of the table about 30 min ago.  She`s going to have a nice, blue bruise.","Alex slammed her head into the edge of the table about 30 min ago.  She`s going to have a nice, blue bruise.",negative,"Alex slam -PRON- head into the edge of the table about 30 min ago .   She`s go to have a nice , blue bruise ."
b3892be1a7, thanks so much for that!  i will most definitely pass that along to my amazing mother...,y amazing mother.,positive,  thank so much for that !   i will most definitely pass that along to -PRON- amazing mother ...
27ae78e791, yay!,yay!,positive,  yay !
195d784f72, ahh i love u! u got a twitterrr,ahh i love u! u got a twitterrr,positive,  ahh i love u ! u get a twitterrr
d3d6d88c73,Ugh... Waiting.... Interminable...,Ugh... Waiting.... Interminable...,negative,ugh ... waiting .... Interminable ...
9913926a6f, it didnt  - from research the traffic in this beautiful system of twitter is approx 100msg/second.. mine only grabs 6msg/sec,s beautiful,positive,  -PRON- do not   - from research the traffic in this beautiful system of twitter be approx 100msg / second .. -PRON- only grab 6msg / sec
0b1cda0a8a,feel like ****.....and will continue to for as long as it takes,****..,negative,feel like * * * * ..... and will continue to for as long as -PRON- take
7c70e19e11,"so bored at work, its ridiculous, and my Saturday is going to suck with class in the morning","its ridiculous, and my Saturday is going to suck wi",negative,"so bored at work , -PRON- ridiculous , and -PRON- Saturday be go to suck with class in the morning"
f5f75739a5,Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!,Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!,negative,ahh ! -PRON- right kidney hurt soooo bad ! ! ! Ooommmmggggg ! ! ! !
bb49677e04,Been invited to join a group in Second Life called 'Ballistic Autistics'.  Cute name.,Cute,positive,be invite to join a group in Second Life call ' Ballistic Autistics ' .   cute name .
87eb6c1bae," Of course. I`d send it to you, but I don`t think it would survive the trip.",survive,positive,"  of course . i`d send -PRON- to -PRON- , but -PRON- don`t think -PRON- would survive the trip ."
5613609463," Yes, they clearly relished acting together, sparking off each other`s performance. And milking all the laughs!",laughs!,positive,"  yes , -PRON- clearly relish act together , spark off each other`s performance . and milk all the laugh !"
67bd8edc02,had an awesome time with  and ,awesome,positive,have an awesome time with   and
